SNO,Input Data,Target Data,Predicted Data
5626,azhaippu,அழைப்பு,அழைப்பு
5627,kidangu,கிடங்கு,கிடங்கு
5628,golieth,கோலியாத்,கோலியாத்
5629,aiathimuka,அஇஅதிமுக,அஇஅதிமுக
5630,kadithaththil,கடிதத்தில்,கடிதத்தில்
5631,surwer,சர்வர்,சர்வர்
5632,paaloottigal,பாலூட்டிகள்,பாலூட்டிகள்
5633,paython,பைதான்,பதான்
5634,cankat,சங்கத்,சங்கத்
5635,paanaththil,பானத்தில்,பானதத்தில்
5636,vilaiyaattaakavum,விளையாட்டாகவும்,விளையாட்டாகவு்ம
5637,anuraadhapuraththil,அனுராதபுரத்தில்,அனுராதபுரத்தில்
5638,saadhagam,சாதகம்,சாதகம்
5639,saanthappaduththum,சாந்தப்படுத்தும்,சாந்தப்படுத்தும்
5640,kalvikkaana,கல்விக்கான,கல்விகக்கான
5641,samaiththa,சமைத்த,சமைத்த
5642,niyamikka,நியமிக்க,நியமிக்க
5643,aayvukkaaka,ஆய்வுக்காக,ஆய்வுக்காக
5644,koopaikalai,கோப்பைகளை,கோப்ைபகளை
5645,valakku,வழக்கு,வழக்கு
5646,chakkarankalai,சக்கரங்களை,சக்கங்களை
5647,kavalai,கவலை,கவலை
5648,vetrtridaththil,வெற்றிடத்தில்,வெற்றிடத்தில்
5649,seelaa,சீலா,சீா
5650,saivam,சைவம்,சைவம்்
5651,kaalanigal,காலணிகள்,காலணிகள்
5652,vazhanggunar,வழங்குநர்,வழங்குநர்
5653,vidayangkalai,விடயங்களை,விடயங்கைள
5654,kuutattin,கூட்டத்தின்,கூட்தட்தின்
5655,thiraith,திரைத்,திரைத்
5656,thamilagatthaich,தமிழகத்தைச்,தமிிழகத்தைச்
5657,kaithikalin,கைதிகளின்,கைதிகளின்
5658,pudhaiththu,புதைத்து,புதைத்த
5659,biee,பை,பைை
5660,tamilagaththaich,தமிழகத்தைச்,தமிழகத்்தைச்
5661,aaivukalukku,ஆய்வுகளுக்கு,ஆய்வுகளுக்ககு
5662,mecrosoft,மைக்ரோசாப்ட்,மைக்ரோசாப்ட்
5663,sentar,சென்டர்,சென்டர்
5664,ivaigalukku,இவைகளுக்கு,இைகளுக்கு
5665,naattavargal,நாட்டவர்கள்,நாட்டவரகள்
5666,paiyanai,பையனை,பையனனை
5667,kedum,கெடும்,கெடுமம்
5668,masoothiyin,மசூதியின்,மசூதியன்
5669,kathirveecchin,கதிர்வீச்சின்,கதிர்வீச்்சின்
5670,kitakkiratu,கிடக்கிறது,கிிடக்கிறது
5671,ullatakkamum,உள்ளடக்கமும்,உஉள்ளடக்கமும்
5672,aaytha,ஆய்த,ஆயய்த
5673,boot,பூட்,பூடட்
5674,koppaiyai,கோப்பையை,கோப்பையை
5675,aegapoaka,ஏகபோக,ஏகபோக
5676,veettilae,வீட்டிலே,வீட்டிலே
5677,pirkaala,பிற்கால,பிற்கால
5678,velippadaiyaanadhu,வெளிப்படையானது,வெளிபப்படையானது
5679,aattin,ஆட்டின்,ஆட்டன்
5680,kalluriyaka,கல்லூரியாக,கல்லூரியாக
5681,nov,நவ,நவ
5682,ewer,எவர்,எவர்
5683,darwin,டார்வின்,டார்வவின்
5684,nuraiyiiralin,நுரையீரலின்,நுரையீரலின்
5685,clive,கிளைவ்,கிளைவ்
5686,avalukku,அவளுக்கு,அளுக்கு
5687,koodum,கூடும்,கூடு்ம
5688,vittarkal,மறுத்து,மறுத்து
5689,seyalmuraigalai,செயல்முறைகளை,செயல்முறைகள
5690,kuuttangalai,கூட்டங்களை,கூட்டங்களை
5691,soozhappattullathu,சூழப்பட்டுள்ளது,சூழப்பட்டுள்ளத
5692,padippaith,படிப்பைத்,பபடிப்பைத்
5693,alavukatandhtha,அளவுகடந்த,அளவுகட்நத
5694,aetrtrukkondathu,ஏற்றுக்கொண்டது,ஏற்றுககொண்டது
5695,thontriyulathu,தோன்றியுள்ளது,தோன்றியுள்ளது
5696,goolda,கோல்ட்,கோல்ட்்
5697,puuchchukal,பூச்சுகள்,பூச்சுளக்
5698,kaimiu,கேமியோ,ககேமியோ
5699,mikkavaraaga,மிக்கவராக,மிக்கவராக
5700,seyalmuraikku,செயல்முறைக்கு,செயல்மமுறைக்கு
5701,uudakaththil,ஊடகத்தில்,ஊடகத்தில்
5702,coollii,கோலி,ககோலி
5703,serwur,சர்வர்,சர்வர்
5704,pataitthanar,படைத்தனர்,படைத்தனர்
5705,symms,சிம்ஸ்,சி்ஸ்
5706,avatar,அவதார்,அவதார்
5707,soolappattadhu,சூழப்பட்டது,சூழப்பட்டது
5708,uuthaa,ஊதா,ஊதா
5709,punidhar,புனிதர்,புனிதர்
5710,athaepool,அதேபோல்,அதேபோல்
5711,vanurti,உலங்கு,உலங்கு
5712,gowrava,கௌரவ,கௌவ
5713,thamiram,தாமிரம்,தாமிரம்
5714,seiyyappattathaaka,செய்யப்பட்டதாக,சய்யப்பட்டதாக
5715,pirabuvin,பிரபுவின்,பிரபுவின்
5716,vazhangkuvathai,வழங்குவதை,வஙழ்குவதை
5717,ariyappattu,அறியப்பட்டு,அறியப்பட்டு
5718,thanithaniyaagap,தனித்தனியாகப்,ததனித்தனியாகப்
5719,mookkum,மூக்கும்,மூூக்கும்
5720,asaiyaa,அசையா,அசையா
5721,thiruvadanai,திருவாடானை,திருவாடானை
5722,vibaththin,விபத்தின்,விபத்தின
5723,masuthiyai,மசூதியை,மசூதிைய
5724,amerikkargalukku,அமெரிக்கர்களுக்கு,அமெரிக்கர்களுக்கு
5725,vittal,பிறந்து,பிிறந்து
5726,kooraamal,கூறாமல்,கூறாமல்
5727,poolanaruvai,பொலனறுவை,பொலனறுவை
5728,saaminaathan,சாமிநாதன்,சாமிநாத்
5729,payirkalum,பயிர்களும்,பயிர்களும்
5730,varaikoodaa,வரைகூட,வரைகூட
5731,moasae,மோசே,மசோே
5732,aangalae,ஆண்களே,ஆண்களே
5733,baavanaiyil,பாவனையில்,பாவைனயில்
5734,padaiththanar,படைத்தனர்,படத்தனர்
5735,pakuthiyaith,பகுதியைத்,பகுதியைத்
5736,samprathaaya,சம்பிரதாய,சம்பிரதாய
5737,parathaechi,பரதேசி,பபரதேசி
5738,aththiyaayangkal,அத்தியாயங்கள்,அததியாயங்கள்
5739,cheyalmuraiyil,செயல்முறையில்,செயல்முறையில்
5740,ivaiyae,இவையே,வையே
5741,aayiram,ஆயிரம்,ஆஆயிரம்
5742,thanikthanik,தனித்தனிக்,தனித்தனிக
5743,thamakena,தமக்கென,தமக்கெென
5744,koottam,கூட்டம்,கூட்டம்
5745,puridhal,புரிதல்,புரிதல்்
5746,nadhigazhum,நதிகளும்,நிதகளும்
5747,covaiyil,கோவையில்,ோவையில்
5748,noolagangkal,நூலகங்கள்,நூலகங்கள்
5749,viyaabaarigalin,வியாபாரிகளின்,வியாபாரிகளின்
5750,seethakathi,சீதக்காதி,சீதக்காதி
5751,thandanaiyilirunthu,தண்டனையிலிருந்து,தண்னடையிலிருந்து
5752,oppanthak,ஒப்பந்தக்,ஒப்பந்கத்
5753,cheynn,செயின்,செயின்
5754,amsangalil,அம்சங்களில்,அம்சஙக்ளில்
5755,thamizhagam,தமிழகம்,தமழகம்
5756,mulavu,முழவு,மழுவு
5757,maasgoavin,மாஸ்கோவின்,மாஸ்கோவி்
5758,vimaananggalum,விமானங்களும்,வவிமானங்களும்
5759,vetrtritam,வெற்றிடம்,வவெற்றிடம்
5760,inthnoayai,இந்நோயை,இந்நோயை
5761,ashok,அசோகா,அசோா
5762,maaskoovin,மாஸ்கோவின்,மாஸ்கோவின்
5763,ekapoaka,ஏகபோக,ஏகபோக
5764,earpadaatha,ஏற்படாத,றஏ்படாத
5765,kuraindhe,குறைந்தே,குறைந்தே
5766,karpikkappattu,கற்பிக்கப்பட்டு,கற்ிக்கப்பட்டு
5767,cholargal,சோழர்கள்,சோழர்கள்
5768,chalukkiyarkal,சாளுக்கியர்கள்,சாளுக்கியர்கள்
5769,thamizharingar,தமிழறிஞர்,தமிழறிஞரர்
5770,pugalpetrtra,புகழ்பெற்ற,புகழ்பெற்ற
5771,kidaikkaathu,கிடைக்காது,கிடைக்காது
5772,africaavai,ஆப்பிரிக்காவை,ஆப்பிரிகக்ாவை
5773,gu,கூ,ூக
5774,paguppaaivu,பகுப்பாய்வு,பகுப்பாய்வு
5775,seyalizhandu,செயலிழந்து,ெசயலிழந்து
5776,sakkaranggalai,சக்கரங்களை,சக்கரங்களை
5777,aangak,ஆண்கள்,ஆண்கள்
5778,thiranaaligalukkaana,மாற்றுத்,மாற்றுத்
5779,saikaigal,சைகைகள்,சைகைகள்
5780,kootch,கட்ச்,கட்ச்
5781,surendar,சரணடைய,சரணடைய
5782,adankiyuzhzha,அடங்கியுள்ள,அடங்கியுள்ள
5783,seyalpaduvathu,செயல்படுவது,செயல்படுவு
5784,ottaga,ஒட்டக,ஒ்டடக
5785,kitantha,கிடந்த,கிட்த
5786,amsangalum,அம்சங்களும்,அம்சங்களும்
5787,urudhiyaanathum,உறுதியானதும்,உறுுதியானதும்
5788,jain,ஜென்,ஜஜென்
5789,pisin,பிசின்,பிசின்
5790,moorthigal,மூர்த்திகள்,மூர்த்திகள்
5791,nathiyaiyum,நதியையும்,நதியையும்
5792,koottaga,கூட்டாக,கூட்டாக
5793,pirkaalanggalil,பிற்காலங்களில்,பிற்காலங்களலி்
5794,vaazhvae,வாழ்வும்,வாழ்வும்
5795,nikazhvukalaiyum,நிகழ்வுகளையும்,நிகழ்வுகளையும்
5796,poavathum,போவதும்,போவதும்
5797,maicrosopht,மைக்ரோசாப்ட்,மைகக்ரோசாப்ட்
5798,zeen,ஜென்,ஜெனன்
5799,vinjchiya,விஞ்சிய,விஞஞ்சிய
5800,noolagath,நூலகத்,நூலகத்்
5801,varukindrana,உலா,உலா
5802,vaethaththil,வேதத்தில்,வேதத்தில்
5803,azhiththavan,அழித்தவன்,அழித்தவன்
5804,poattikkaana,போட்டிக்கான,போட்டிக்கான
5805,teksaas,டெக்சாஸ்,டெக்ாஸ்
5806,saip,சைப்,சை்
5807,kaaranangalukkaaka,காரணங்களுக்காக,காரணங்களுக்காக
5808,mudiyavillai,தாங்க,தாங்க
5809,abuthaabiyil,அபுதாபியில்,அபுாதபியில்
5810,karumpalahaiyil,கரும்பலகையில்,ககரும்பலகையில்
5811,parappuraigazhai,பரப்புரைகளை,பரப்புரைகளை
5812,keats,கீட்ஸ்,கீட்்ஸ்
5813,punitharkal,புனிதர்கள்,புிதர்கள்
5814,virivaagath,விரிவாகத்,விரிவாகத்
5815,cubaa,கியூபா,கயிூபா
5816,neeraetram,நீரேற்றம்,நீரேற்றம்
5817,poat,போட்,போட்
5818,umai,உமை,உமை
5819,yaappilakkanam,யாப்பிலக்கணம்,யாப்பிலக்கணம்
5820,parimaattraththil,பரிமாற்றத்தில்,பரிமாற்றத்தலி்
5821,vinjchi,விஞ்சி,விஞ்சி
5822,ketathum,கேட்டதும்,கேட்டதுமம்
5823,magizhchchi,மகிழ்ச்சி,மகிழ்ச்சி
5824,atiyai,அடியை,டியை
5825,sattaiyin,சட்டையின்,சட்டையின்
5826,veesina,வீசின,வீசிின
5827,loagiyaa,லோகியா,லோகயிா
5828,karachii,கராச்சி,கராச்சி
5829,thulaikal,துளைகள்,துளைகள்
5830,kwantam,குவாண்டம்,குவாண்டம்
5831,maiyamaagak,மையமாகக்,மைமாகக்
5832,noolagaththai,நூலகத்தை,நூலகத்தை
5833,mision,மிஷன்,மிஷ்
5834,vanpunarvu,வன்புணர்வு,னவ்புணர்வு
5835,beatles,பீட்டில்ஸ்,பீட்டில்ஸ்
5836,americavirkku,அமெரிக்காவிற்கு,அமெரிக்காவிற்கு
5837,innichaik,இன்னிசைக்,இன்னிசைக்
5838,thoamas,தோமஸ்,தோமஸ்
5839,raanuvaththil,ராணுவத்தில்,ராணுவத்தில்
5840,kulanggalaiyum,குளங்களையும்,குளங்களையும்
5841,paulaa,பவுலா,பவுலா
5842,adiyilirunthu,அடியிலிருந்து,அடியிலிருந்து
5843,chakkarattaip,சக்கரத்தைப்,சக்கரத்தை்
5844,vittatu,தள்ளி,ள்ளி
5845,chakthi,ஓம்,ஓ்
5846,pichin,பிசின்,பிசின்
5847,yedhuvaaga,எதுவாக,எதுவாக
5848,chalukiyargal,சாளுக்கியர்கள்,சாளுக்கியர்கள்
5849,taata,டாடா,டாடா
5850,serkkaiyaal,சேர்க்கையால்,சே்க்கையால்
5851,bakyaraaj,பாக்யராஜ்,பாக்யராஜ்
5852,tamilaiyum,தமிழையும்,தமிழையும்
5853,doonnie,டோனி,டனோி
5854,patippaith,படிப்பைத்,படிப்பைத்
5855,ingaa,இன்கா,னஇ்கா
5856,payilvaan,பயில்வான்,பயில்வான்
5857,kappeedu,காப்பீடு,காப்பீடு
5858,seydharth,சித்தார்த்,சித்தார்த்
5859,kalvikkana,கல்விக்கான,கல்விக்கான
5860,adhanathan,அதனதன்,அதனதன்
5861,paandavargalukkum,பாண்டவர்களுக்கும்,பாண்டவர்ககளுக்கும்
5862,parimaattraththai,பரிமாற்றத்தை,பரிமாற்றத்தை
5863,poattiyaandahu,போட்டியானது,போட்டியானது
5864,pogap,போகப்,போகப்
5865,baanam,பானம்,பாானம்
5866,thodarukku,தொடருக்கு,தொடருக்கு
5867,david,டேவிட்,டேவவிட்
5868,vaakanangkalin,வாகனங்களின்,வாகனங்களின்்
5869,kudayyin,குடையின்,குடையி்ன
5870,visaariththa,விசாரித்த,விசாரித்தத
5871,appaguthiyin,அப்பகுதியின்,அப்பகுதியின்
5872,poagirean,போகிறேன்,போகிறேன்
5873,vai,வை,வவை
5874,srinivaachan,ஸ்ரீநிவாசன்,ஸ்ரநிவாசன்
5875,volgaa,வோல்கா,வோல்காா
5876,deepak,தீபக்,தீபபக்
5877,thilaigalai,துளைகளை,துளைகளை
5878,qul,கூல்,கூல்
5879,padaithathu,படைத்தது,படைத்தது
5880,ezhuthiyulla,எழுதியுள்ள,எழுதயுள்ள
5881,yoasanaigal,யோசனைகள்,யோசனைகள்
5882,pugalpetrtravai,புகழ்பெற்றவை,புகழ்பெெற்றவை
5883,paiyin,பையின்,பையின்
5884,hangaran,ஹங்கேரியன்,ஹங்கேரியன்
5885,watarr,வாட்டர்,வாட்ட்ர
5886,baebel,பாபேல்,பாபேல்
5887,moscowin,மாஸ்கோவின்,மமாஸ்கோவின்
5888,chirutaip,சீருடைப்,சீருடைப்
5889,amsanggalaik,அம்சங்களைக்,அம்சங்களைக்
5890,varaaga,வராக,வரா
5891,kadarkaraiyil,கடற்கரையில்,கடற்கரையில்
5892,baarathiyaar,பாரதியார்,பாரதியார்
5893,yuuee,யூ,ூ
5894,kadaisiyaaka,கடைசியாக,கடைசியாக
5895,andhandha,அந்தந்த,அந்தந்த
5896,adhileye,அதிலேயே,அதிலேயே
5897,murpattaar,முற்பட்டார்,முற்பட்டார்
5898,iththeevil,இத்தீவில்,இத்தீவில்
5899,pygmees,பியார்,பியாார்
5900,peggi,பெக்கி,பெக்கி
5901,keets,கீட்ஸ்,ீட்ஸ்
5902,maicroasaapt,மைக்ரோசாப்ட்,மைக்ரோசாப்ட்
5903,thalamaaga,தளமாக,தளமாகக
5904,tarunankalil,தருணங்களில்,தருணங்களில்
5905,maarbai,மார்பை,மார்பை
5906,yavar,எவர்,எவர்
5907,cholvathai,சொல்வதை,சொல்வதை
5908,sonthamaa,சொந்தமா,சொந்தமா
5909,aandilirunthu,ஆண்டிலிருந்து,ஆண்டிலிருந்து
5910,sasanaththin,சாசனத்தின்,சாசனத்தி்
5911,uudaka,ஊடக,ஊடக
5912,yoagan,யோகன்,யோகன்
5913,qyran,கிரண்,கிரரண்
5914,kophii,கோபி,கோபி
5915,utkolvathu,உட்கொள்வது,உட்ொள்வது
5916,piraththiyaekamaaka,பிரத்யேகமாக,பிரத்யேகமமாக
5917,sattrum,சற்றும்,சற்று்
5918,vitrtraar,விற்றார்,விற்றார்
5919,letiin,லத்தீன்,லத்தீன்
5920,angkeekaaraththaip,அங்கீகாரத்தைப்,அங்கீகாரத்ைப்
5921,corqa,கார்க்,காரர்க்
5922,titaniam,டைட்டானியம்,டைட்டாினயம்
5923,aarvamum,ஆர்வமும்,ஆஆர்வமும்
5924,nigazhvai,நிகழ்வை,நிகழ்வை
5925,noole,நூலே,ூநலே
5926,keeliranki,கீழிறங்கி,கீிழறங்கி
5927,maaraaka,மாறாக,மாறாக
5928,vanthiyaththaevan,வந்தியத்தேவன்,வந்தியத்தேவன்
5929,innel,இன்னல்,இன்லன்
5930,masuuthiyai,மசூதியை,மசூதியை
5931,goo,கூ,ூக
5932,dara,தாரா,தாரா
5933,kuuttavum,கூட்டவும்,கூட்டவும்
5934,amerikkargal,அமெரிக்கர்கள்,அமெரிக்கர்கள்
5935,padangalin,படங்களின்,படங்களிின்
5936,panigalaiyum,பணிகளையும்,பணிகளையும்
5937,neeraip,நீரைப்,நீரைப்
5938,muchuleem,முசுலீம்,முசுீம்
5939,eiyalpaiyum,இயல்பையும்,இயல்பயும்
5940,balu,பளு,பள
5941,thaankal,தாங்கல்,ததாங்கல்
5942,over,ஓவர்,ஓவர்
5943,aanjchanaeyar,ஆஞ்சநேயர்,ஆஞ்சநேயர்
5944,kalviyae,கல்வியே,கல்வியே
5945,gooalie,கோலி,ோலி
5946,yeeriya,ஏறிய,ஏறி
5947,kardan,கார்டன்,கார்டன்
5948,veezhchchiyum,வீழ்ச்சியும்,வீழ்ச்சியும்
5949,pambaram,பம்பரம்,பம்பரம்
5950,unavukkaaga,உணவுக்கான,உணவுக்கான
5951,mosae,மோசே,மமோசே
5952,suurenderr,சரணடைய,சரணடைய
5953,amerikka,அமெரிக்கா,அமெரிக்கா
5954,padinilaigalil,படிநிலைகளில்,டிநிலைகளில்
5955,parappalavai,பரப்பளவை,பரபப்ளவை
5956,beepi,பீபி,பீபி
5957,kaalanikal,காலணிகள்,ககாலணிகள்
5958,decsaas,டெக்சாஸ்,டெக்சா்
5959,jeevaathmaa,ஜீவாத்மா,ஜீவாத்மா
5960,vaedhipporulkal,வேதிப்பொருட்கள்,வேதிப்பொருட்ள்
5961,reesii,ரிஷி,ரிஷி
5962,padithal,படிதல்,படிதல்
5963,sathi,சதி,தசி
5964,aerpadavum,ஏற்படவும்,ஏற்படவு்ம
5965,thaerndhedukkum,தேர்ந்தெடுக்கும்,தேர்ந்தெடுக்கும்
5966,meenkalin,மீன்களின்,மீன்களின்
5967,evaikalukku,இவைகளுக்கு,இவைளுக்கு
5968,paigalil,பைகளில்,பைகளில்
5969,kelvinn,கெல்வின்,கெல்வின்
5970,nettrip,நெற்றிப்,நெற்றிப்
5971,kirann,கிரண்,கிரண்்
5972,aangalilum,ஆண்களிலும்,ஆண்களளிலும்
5973,amchamana,அம்சமான,அம்சமான
5974,thambathiyinar,தம்பதியினர்,தம்பதியினர்
5975,soottinaar,சூட்டினர்,ூட்டினர்
5976,visaiyudan,விசையுடன்,விசையுடன்
5977,padhinoaraavadhu,பதினோராவது,பதினோராவது
5978,sastrree,சாஸ்திரி,சாஸ்திரி
5979,thandanaigal,தண்டனைகள்,தண்டனைகள்
5980,bharathiyaar,பாரதியார்,பாரதியார்
5981,magilchchiyil,மகிழ்ச்சியில்,மகிழ்ச்சியில்
5982,aatkaadu,ஆற்காடு,ஆற்காடு
5983,qootch,கட்ச்,டக்ச்
5984,paavangalukku,பாவங்களுக்கு,பாவங்களுக்கு
5985,thanithuvamanadhu,தனித்துவமானது,தனித்துவமானது
5986,pigmies,பியார்,பியார்
5987,nookkip,நோக்கிப்,நோகக்ிப்
5988,panguthaarargal,பங்குதாரர்கள்,பங்குதாரரர்கள்
5989,thodarbukku,தொடர்புக்கு,தொடர்புக்கு
5990,arivan,அறிவன்,அறறிவன்
5991,chayn,செயின்,செயின்
5992,mikki,மிக்கி,மிக்கி
5993,thadaykalay,தடைகளை,தடைகளை
5994,uruvappadaththai,உருவப்படத்தை,உருவப்படத்தை
5995,vakuththathu,வகுத்தது,வகுத்தது
5996,grand,கிராண்ட்,கரிாண்ட்
5997,nigazhvugalaal,நிகழ்வுகளால்,நிகழழ்வுகளால்
5998,pamp,பம்ப்,பம்ப்
5999,yoore,யூரி,யூிர
6000,seiyappattirundha,செய்யப்பட்டிருந்த,செ்யயப்பட்டிருந்த
6001,padimankalai,படிமங்களை,படிஙம்களை
6002,maelmaruvaththoor,மேல்மருவத்தூர்,மேல்மருவத்தரூ்
6003,maara,மாரா,மமாரா
6004,idaththila,இடத்தில,இடத்தில
6005,yoorik,யூரிக்,யூரிக்
6006,earkanavae,ஏற்கனவே,ஏற்கனவே
6007,kondirukkavillai,கொண்டிருக்கவில்லை,கொண்டிருக்கவில்லை
6008,yookkiyamaana,யோக்கியமான,யோக்கியமான
6009,panrigalin,பன்றிகளின்,பன்றிகளின்
6010,aanchchanaeyar,ஆஞ்சநேயர்,ஆஞ்சநேயர்
6011,vikkiraman,விக்கிரமன்,விக்கிரமன்
6012,inidiiana,இந்தியானா,இந்தியானா
6013,japan,ஜப்பான்,ஜப்பான்
6014,poruththappattana,பொருத்தப்பட்டன,பொரருத்தப்பட்டன
6015,qorq,கார்க்,ார்க்
6016,koatpaatukalin,கோட்பாடுகளின்,கோட்பாடுகளின்
6017,sarendar,சரணடைய,சரணைடய
6018,pump,பம்ப்,பம்ப்்
6019,thulaigal,துளைகள்,துளைகள்
6020,raanuvaththirku,ராணுவத்திற்கு,ராணுுவத்திற்கு
6021,irugi,இறுகி,இறுகி
6022,sathaveetham,சதவீதம்,சதவீதம்்
6023,aaivukalin,ஆய்வுகளின்,ஆய்வுகளின்
6024,chankankalukku,சங்கங்களுக்கு,சஙகங்களுக்கு
6025,etttappadum,எட்டப்படும்,எட்டபபடும்
6026,puthusu,புதுசு,ுதுசு
6027,athikappatiyaaka,அதிகப்படியாக,தஅிகப்படியாக
6028,saranadaintha,சரணடைந்த,சரடைந்த
6029,sudalai,சுடலை,சுலடை
6030,vittrathu,விற்றது,விற்றது
6031,sangaththai,சங்கத்தை,சங்கத்தை
6032,seyalpadadha,செயல்படாத,செயல்படாத
6033,americaa,அமெரிக்கா,அமெரி்ககா
6034,geeta,கீதை,கீதை
6035,inchchi,இஞ்சி,இஞ்சி
6036,perukiyathu,பெருகியது,பெருகியது
6037,ulladakka,உள்ளடக்க,உள்ளடக்க
6038,thamizhakaththu,தமிழகத்து,தமிழகத்து
6039,koodaathu,இருக்கக்,இரு்கக்
6040,varatham,வரதம்,வரம்
6041,kartu,சிம்,சிமம்
6042,pilaalperri,பிளாக்பெர்ரி,பிளாக்பெர்ரி
6043,kyran,கிரண்,ிகரண்
6044,kalanthukolkiraarkal,கலந்துகொள்கிறார்கள்,கலந்துகொளகிறார்கள்
6045,sailajaa,சைலஜா,சைலஜா
6046,nathigalum,நதிகளும்,நததிகளும்
6047,ulaipputhaan,உழைப்பு,உைழப்பு
6048,taitanium,டைட்டானியம்,ைட்டானியம்
6049,matrtravarkalaiyum,மற்றவர்களையும்,மற்வறர்களையும்
6050,oorvalamaaga,ஊர்வலமாக,ஊர்வலமாக
6051,thaernthedukkum,தேர்ந்தெடுக்கும்,தேர்நத்ெடுக்கும்
6052,viyanththa,வியந்த,வியந்த
6053,carlo,கார்லோ,கார்ோ
6054,amaithuth,அமைத்துத்,அமைத்துத்
6055,chankat,சங்கத்,சங்கத்
6056,kambaramayanattil,கம்பராமாயணத்தில்,கம்ராமாயணத்தில்
6057,roam,ரோம்,ோம்
6058,manal,தாது,தாது
6059,qelvin,கெல்வின்,கெல்வின்
6060,tharakkoodiya,தரக்கூடிய,தரக்கூடியய
6061,thadanggalil,தடங்களில்,தடங்களில்
6062,sam,சம்,ம்
6063,vaelsh,வெல்ஷ்,வெல்ஷ்
6064,naviin,நவீன்,நவீன்
6065,mahaiaana,மகாயான,மகாயான
6066,kaettadhu,கேட்டது,கேட்டது
6067,ottagangal,ஒட்டகங்கள்,ஒட்டகங்கள்்
6068,micky,மிக்கி,மிக்கி
6069,santhan,சாந்தன்,சாந்தன்
6070,siththandha,சைவ,சைவ
6071,paanaththai,பானத்தை,பாத்தை
6072,uuraaka,ஊரக,ஊகர
6073,baavanai,பாவனை,பவானை
6074,pee,பீ,ீ
6075,pandavargal,பாண்டவர்கள்,பாண்டவர்கள்
6076,cul,கூல்,கூல்
6077,nayatthootu,நயத்தோடு,நய்ததோடு
6078,sundhari,சுந்தரி,சுந்தரி
6079,seluthinar,செலுத்தினர்,செலுுத்தினர்
6080,kul,கூல்,கூ்
6081,raiylkal,ரயில்கள்,ரில்கள்
6082,panpaadukalin,பண்பாடுகளின்,பண்பாடுகளின்
6083,kidanku,கிடங்கு,கிடங்கு
6084,aadugalil,ஆடுகளில்,ஆடுகளலி்
6085,aaivukal,ஆய்வுகள்,ஆய்வுகள்
6086,serbbiis,செர்பியா,செர்பியா
6087,moonraaga,மூன்றாக,மூன்றாக
6088,brahmma,பிரம்ம,பிரம்ம
6089,nanmaikaka,நன்மைக்காக,நன்மைக்காக
6090,makalath,மகளைத்,மளகைத்
6091,maatruvathai,மாற்றுவதை,மாற்றுவதை
6092,bramma,பிரம்ம,பிரம்ம
6093,ilakkam,இலக்கம்,இலக்கம்
6094,cameeo,கேமியோ,கேிமயோ
6095,viyantha,வியந்த,வியந்த
6096,kooltan,கோல்டன்,கோல்டன்
6097,porulaaga,பொருளாக,பபொருளாக
6098,poalavoa,போலவோ,போலவோ
6099,kets,கீட்ஸ்,கீட்ஸ்
6100,ekkoottaththil,இக்கூட்டத்தில்,இக்கூட்டதத்தில்
6101,tamizhagatthilum,தமிழகத்திலும்,தமிழகத்திலும்
6102,letan,லத்தீன்,லத்தீ்ன
6103,nokkiye,நோக்கியே,நோக்கியே
6104,kaartan,கார்டன்,காரட்ன்
6105,seetu,சிட்டு,சிட்டு
6106,muraimaikalai,முறைமைகளை,முறைமைகளை
6107,varavirukkum,வரவிருக்கும்,வரிருக்கும்
6108,valaikutaavil,வளைகுடாவில்,வளைுகடாவில்
6109,vaakanangkalaiyum,வாகனங்களையும்,வாகன்களையும்
6110,alazhagiyaana,அழகியான,அழகியான
6111,senkuththaana,செங்குத்தான,செங்குத்ாதன
6112,veesuvatharku,வீசுவதற்கு,வீசுவதற்கு
6113,douuglas,டக்ளஸ்,டக்ளஸ்
6114,volga,வோல்கா,ோல்கா
6115,masuthiyin,மசூதியின்,மசூதியயின்
6116,yogam,யோகம்,யோகம்
6117,chozhargalin,சோழர்களின்,சோழர்களின்
6118,uruvaakkuvathu,உருவாக்குவது,உருவாக்குவது
6119,viththiyaasamaaga,வித்தியாசமாக,வித்தியாசமாக
6120,siththiraip,சித்திரைப்,சித்திரைப்
6121,amaitthuth,அமைத்துத்,அமைத்துத்
6122,athirvugal,அதிர்வுகள்,அதிர்வுகள்
6123,palavaaraaka,பலவாறாக,பலவாறாக
6124,maruththuvamanaikal,மருத்துவமனைகள்,மருத்தவுமனைகள்
6125,vetrtritaththil,வெற்றிடத்தில்,வெற்றிடத்தில்
6126,kannottaththil,கண்ணோட்டத்தில்,கண்ணணோட்டத்தில்
6127,varadham,வரதம்,ரவதம்
6128,tamilakam,தமிழகம்,தமிழகம்
6129,matravargalum,மற்றவர்களும்,ற்றவர்களும்
6130,azhagi,அழகி,ழஅகி
6131,gudd,குட்,குட்
6132,pele,பிலே,பில
6133,seerudai,சீருடை,சீருடை
6134,vai,வேய்,வேய்
6135,kuuttattin,கூட்டத்தின்,ூட்டத்தின்
6136,evvitham,எவ்விதம்,எவ்விதம்
6137,anderson,ஆண்டர்சன்,ஆண்டர்சன
6138,gouuld,கோல்ட்,ோகல்ட்
6139,kannoottatthil,கண்ணோட்டத்தில்,கண்ணோட்டத்தில்
